ID;zona;county_road_area;interstate;stateroute;autopista;notchp;num;calle;mal_tiempo;buen_tiempo;alta_vel;mal_giro/dir;alcohol;mal_cmbio_linea;peaton_incumplimiento;por_señales;otra_causa;floor_dry;floor_wet;tow_away;pedestrian_collision;bicycle_collision;truck_collision;motorcycle_collision;complaint_of_pain_injury_count;collision_time;collision_date;party_count;male;victim_age;air_bag;car_belt;insurance;cellphone;marca;piel_clara;asiatico;hispano;conductor_victima;pasajero_victima;victimas_heridas;muertos
3858022;fresno;0;0;0;0;1;1STST;EASTCLINTON;0;1;;;;;;;;1;0;1;0;0;0;0;0;17:11:00;27/04/2009;1;1;47;0;1;1;;dodge;0;0;0;1;0;0;0
3858022;fresno;0;0;0;0;1;1STST;EASTCLINTON;0;1;;;;;;;;1;0;1;0;0;0;0;0;17:11:00;27/04/2009;1;1;47;0;1;1;;dodge;0;0;0;1;0;0;0
3858022;fresno;0;0;0;0;1;1STST;EASTCLINTON;0;1;;;;;;;;1;0;0;0;0;0;0;0;17:11:00;27/04/2009;2;1;58;0;1;1;;nissan;0;0;1;1;0;0;0
3858022;fresno;0;0;0;0;1;1STST;EASTCLINTON;0;1;;;;;;;;1;0;1;0;0;0;0;0;17:11:00;27/04/2009;2;1;58;0;1;1;;nissan;0;0;1;1;0;0;0
3899450;losangeles;0;1;0;0;0;RT710;CARSONST;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;20:40:00;30/12/2009;1;0;72;0;1;1;0;toyota;0;0;0;1;0;1;0
3899450;losangeles;0;1;0;0;0;RT710;CARSONST;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;20:40:00;30/12/2009;2;1;20;0;1;1;0;honda;0;1;0;1;0;1;0
3899453;losangeles;0;0;1;0;0;RT91;SUSANARD;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;18:20:00;12/01/2010;1;1;24;0;1;1;0;honda;0;0;0;1;0;1;0
3899453;losangeles;0;0;1;0;0;RT91;SUSANARD;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;18:20:00;12/01/2010;1;1;24;0;1;1;0;honda;0;0;0;1;0;1;0
3899453;losangeles;0;0;1;0;0;RT91;SUSANARD;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;18:20:00;12/01/2010;2;1;66;1;1;0;0;toyota;0;1;0;1;0;1;0
3899453;losangeles;0;0;1;0;0;RT91;SUSANARD;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;18:20:00;12/01/2010;2;1;66;1;1;0;0;toyota;0;1;0;1;0;1;0
3899453;losangeles;0;0;1;0;0;RT91;SUSANARD;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;18:20:00;12/01/2010;3;1;42;0;1;1;0;toyota;0;0;1;1;0;1;0
3899453;losangeles;0;0;1;0;0;RT91;SUSANARD;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;18:20:00;12/01/2010;3;1;42;0;1;1;0;toyota;0;0;1;1;0;1;0
3899454;losangeles;1;0;0;0;0;BANDINIST;1STST;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;2;18:20:00;01/10/2009;1;0;29;;;;0;;0;0;1;0;1;2;0
3899454;losangeles;1;0;0;0;0;BANDINIST;1STST;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;2;18:20:00;01/10/2009;1;0;29;;;;0;;0;0;1;0;1;2;0
3899454;losangeles;1;0;0;0;0;BANDINIST;1STST;0;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;2;18:20:00;01/10/2009;2;0;7;;;;0;;0;0;1;0;1;2;0
3899454;losangeles;1;0;0;0;0;BANDINIST;1STST;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;2;18:20:00;01/10/2009;2;0;7;;;;0;;0;0;1;0;1;2;0
3899454;losangeles;1;0;0;0;0;BANDINIST;1STST;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;2;18:20:00;01/10/2009;3;0;51;0;1;1;0;volkswagen;1;0;0;1;0;2;0
3899454;losangeles;1;0;0;0;0;BANDINIST;1STST;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;2;18:20:00;01/10/2009;3;0;51;0;1;1;0;volkswagen;1;0;0;1;0;2;0
3899457;losangeles;0;1;0;0;0;RT405;ALAMEDAST;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;13:50:00;11/01/2010;1;0;34;0;1;1;0;volvo;0;1;0;1;0;0;0
3899457;losangeles;0;1;0;0;0;RT405;ALAMEDAST;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;13:50:00;11/01/2010;1;0;34;0;1;1;0;volvo;0;1;0;1;0;0;0
3899457;losangeles;0;1;0;0;0;RT405;ALAMEDAST;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;13:50:00;11/01/2010;2;0;56;0;1;1;0;toyota;0;0;1;1;0;0;0
3899457;losangeles;0;1;0;0;0;RT405;ALAMEDAST;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;13:50:00;11/01/2010;2;0;56;0;1;1;0;toyota;0;0;1;1;0;0;0
3899458;losangeles;0;1;0;0;0;RT405;WARDLOWRD;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2:30:00;22/01/2010;1;1;29;0;1;1;0;cadillac;0;0;0;1;0;0;0
3899466;losangeles;0;0;1;0;0;RT47;OCEANBL;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1:15:00;10/02/2010;1;0;65;1;1;1;0;lexus;1;0;0;1;0;0;0
3899474;losangeles;0;1;0;0;0;RT110;SEPULVEDABL;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;7:25:00;13/01/2010;1;0;40;0;1;1;0;honda;0;0;1;1;0;1;0
3899474;losangeles;0;1;0;0;0;RT110;SEPULVEDABL;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;7:25:00;13/01/2010;2;1;21;0;1;1;0;honda;0;1;0;1;0;1;0
3899477;losangeles;1;0;0;0;0;VICTORIAST;SUSANARD;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;9:00:00;01/10/2009;1;1;20;0;1;1;0;toyota;1;0;0;1;0;2;0
3899477;losangeles;1;0;0;0;0;VICTORIAST;SUSANARD;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;2;9:00:00;01/10/2009;1;1;20;0;1;1;0;toyota;1;0;0;1;0;2;0
3899477;losangeles;1;0;0;0;0;VICTORIAST;SUSANARD;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;9:00:00;01/10/2009;1;1;20;0;1;1;0;toyota;1;0;0;1;0;2;0
3899477;losangeles;1;0;0;0;0;VICTORIAST;SUSANARD;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;2;9:00:00;01/10/2009;1;1;20;0;1;1;0;toyota;1;0;0;1;0;2;0
3899477;losangeles;1;0;0;0;0;VICTORIAST;SUSANARD;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;9:00:00;01/10/2009;2;0;33;0;1;1;0;chevrolet;0;0;1;1;0;2;0
3899477;losangeles;1;0;0;0;0;VICTORIAST;SUSANARD;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;9:00:00;01/10/2009;2;0;33;0;1;1;0;chevrolet;0;0;1;1;0;2;0
3899477;losangeles;1;0;0;0;0;VICTORIAST;SUSANARD;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;2;9:00:00;01/10/2009;2;0;33;0;1;1;0;chevrolet;0;0;1;1;0;2;0
3899477;losangeles;1;0;0;0;0;VICTORIAST;SUSANARD;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;9:00:00;01/10/2009;2;0;33;0;1;1;0;chevrolet;0;0;1;1;0;2;0
3899482;losangeles;0;1;0;0;0;RT105;MONABL;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8:30:00;07/01/2010;1;;;;;;0;;;;;1;0;0;0
3899482;losangeles;0;1;0;0;0;RT105;MONABL;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;8:30:00;07/01/2010;1;;;;;;0;;;;;1;0;0;0
3899482;losangeles;0;1;0;0;0;RT105;MONABL;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8:30:00;07/01/2010;2;1;19;0;1;1;0;ford;0;0;1;1;0;0;0
3899482;losangeles;0;1;0;0;0;RT105;MONABL;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8:30:00;07/01/2010;2;1;19;0;1;1;0;ford;0;0;1;1;0;0;0
3899486;losangeles;0;1;0;0;0;RT110;PACIFICCOASTHWY;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;14:00:00;13/01/2010;1;1;23;1;1;0;0;chevrolet;0;0;1;1;0;1;0
3899486;losangeles;0;1;0;0;0;RT110;PACIFICCOASTHWY;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;14:00:00;13/01/2010;2;0;46;1;1;1;0;chevrolet;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;1;1;49;0;1;1;0;plymouth;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;1;1;49;0;1;1;0;plymouth;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;1;1;49;0;1;1;0;plymouth;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;1;1;49;0;1;1;0;plymouth;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;1;1;49;0;1;1;0;plymouth;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;15:25:00;01/10/2009;1;1;49;0;1;1;0;plymouth;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;15:25:00;01/10/2009;1;1;49;0;1;1;0;plymouth;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;1;1;49;0;1;1;0;plymouth;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;15:25:00;01/10/2009;2;0;64;1;1;1;0;nissan;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;2;0;64;1;1;1;0;nissan;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;2;0;64;1;1;1;0;nissan;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;15:25:00;01/10/2009;2;0;64;1;1;1;0;nissan;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;15:25:00;01/10/2009;2;0;64;1;1;1;0;nissan;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;15:25:00;01/10/2009;2;0;64;1;1;1;0;nissan;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;15:25:00;01/10/2009;2;0;64;1;1;1;0;nissan;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;15:25:00;01/10/2009;2;0;64;1;1;1;0;nissan;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;3;1;46;0;1;1;0;ford;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;3;1;46;0;1;1;0;ford;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;3;1;46;0;1;1;0;ford;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;3;1;46;0;1;1;0;ford;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;3;1;46;0;1;1;0;ford;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;3;1;46;0;1;1;0;ford;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;3;1;46;0;1;1;0;ford;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;3;1;46;0;1;1;0;ford;1;0;0;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;4;1;45;0;1;1;0;toyota;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;4;1;45;0;1;1;0;toyota;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;4;1;45;0;1;1;0;toyota;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;4;1;45;0;1;1;0;toyota;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;4;1;45;0;1;1;0;toyota;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15:25:00;01/10/2009;4;1;45;0;1;1;0;toyota;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;4;1;45;0;1;1;0;toyota;0;0;1;1;0;1;0
3899490;losangeles;1;0;0;0;0;NORMANDIEAV;OAKHEATHDR;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;15:25:00;01/10/2009;4;1;45;0;1;1;0;toyota;0;0;1;1;0;1;0
3899493;losangeles;0;1;0;0;0;RT405;ARTESIABL;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;6:30:00;11/01/2010;1;1;54;1;1;1;0;acura;0;0;0;1;0;1;0
3899493;losangeles;0;1;0;0;0;RT405;ARTESIABL;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;6:30:00;11/01/2010;2;0;39;0;1;1;0;chevrolet;0;0;0;1;0;1;0
3899493;losangeles;0;1;0;0;0;RT405;ARTESIABL;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;6:30:00;11/01/2010;3;1;24;0;1;1;0;toyota;0;0;1;1;0;1;0
3899497;losangeles;0;1;0;0;0;RT405;CRENSHAWBL;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;18:00:00;11/01/2010;1;1;23;0;1;1;0;lexus;1;0;0;1;0;1;0
3899497;losangeles;0;1;0;0;0;RT405;CRENSHAWBL;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;18:00:00;11/01/2010;2;1;43;0;1;1;0;mercedesthrubenz;1;0;0;1;0;1;0
3899497;losangeles;0;1;0;0;0;RT405;CRENSHAWBL;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;18:00:00;11/01/2010;3;1;55;0;1;1;0;mercedesthrubenz;0;0;1;1;0;1;0
3899501;losangeles;0;1;0;0;0;RT110;VERMONTAV;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;13:45:00;14/01/2010;1;1;48;0;1;1;0;ford;0;0;1;1;0;2;0
3899501;losangeles;0;1;0;0;0;RT110;VERMONTAV;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;13:45:00;14/01/2010;1;1;48;0;1;1;0;ford;0;0;1;1;0;2;0
3899501;losangeles;0;1;0;0;0;RT110;VERMONTAV;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;13:45:00;14/01/2010;1;1;48;0;1;1;0;ford;0;0;1;1;0;2;0
3899501;losangeles;0;1;0;0;0;RT110;VERMONTAV;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;13:45:00;14/01/2010;1;1;48;0;1;1;0;ford;0;0;1;1;0;2;0
3899506;losangeles;0;0;1;0;0;RT91;MAINST;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8:15:00;13/01/2010;1;0;47;0;1;1;0;ford;0;0;0;1;0;0;0
3899506;losangeles;0;0;1;0;0;RT91;MAINST;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8:15:00;13/01/2010;2;1;28;1;1;1;0;honda;0;0;0;1;0;0;0
3899510;losangeles;1;0;0;0;0;FLORENCEAV;MIRAMONTEBL;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;16:30:00;01/10/2009;1;1;58;0;1;1;0;audi;0;1;0;1;0;0;0
3899510;losangeles;1;0;0;0;0;FLORENCEAV;MIRAMONTEBL;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;16:30:00;01/10/2009;2;1;49;0;1;1;0;ford;0;0;0;1;0;0;0
3899513;losangeles;1;0;0;0;0;ALAMEDAST;FLORENCEAV;0;1;;;;;;;;1;0;1;0;0;0;0;0;16:00:00;01/10/2009;1;1;27;0;1;1;0;bmw;0;0;1;1;0;0;0
3899513;losangeles;1;0;0;0;0;ALAMEDAST;FLORENCEAV;0;1;;;;;;;;1;0;0;0;0;0;0;0;16:00:00;01/10/2009;1;1;27;0;1;1;0;bmw;0;0;1;1;0;0;0
3899513;losangeles;1;0;0;0;0;ALAMEDAST;FLORENCEAV;0;1;;;;;;;;1;0;1;0;0;0;0;0;16:00:00;01/10/2009;1;1;27;0;1;1;0;bmw;0;0;1;1;0;0;0
3899513;losangeles;1;0;0;0;0;ALAMEDAST;FLORENCEAV;0;1;;;;;;;;1;0;1;0;0;0;0;0;16:00:00;01/10/2009;1;1;27;0;1;1;0;bmw;0;0;1;1;0;0;0
3899513;losangeles;1;0;0;0;0;ALAMEDAST;FLORENCEAV;0;1;;;;;;;;1;0;1;0;0;0;0;0;16:00:00;01/10/2009;2;0;27;0;1;1;0;infiniti;0;0;1;1;0;0;0
3899513;losangeles;1;0;0;0;0;ALAMEDAST;FLORENCEAV;0;1;;;;;;;;1;0;1;0;0;0;0;0;16:00:00;01/10/2009;2;0;27;0;1;1;0;infiniti;0;0;1;1;0;0;0
3899513;losangeles;1;0;0;0;0;ALAMEDAST;FLORENCEAV;0;1;;;;;;;;1;0;1;0;0;0;0;0;16:00:00;01/10/2009;2;0;27;0;1;1;0;infiniti;0;0;1;1;0;0;0
3899513;losangeles;1;0;0;0;0;ALAMEDAST;FLORENCEAV;0;1;;;;;;;;1;0;0;0;0;0;0;0;16:00:00;01/10/2009;2;0;27;0;1;1;0;infiniti;0;0;1;1;0;0;0
3899518;losangeles;0;0;1;0;0;RT91;WILMINGTONAV;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;20:45:00;13/01/2010;1;1;25;0;1;0;0;honda;0;0;1;1;0;0;0
3899518;losangeles;0;0;1;0;0;RT91;WILMINGTONAV;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;20:45:00;13/01/2010;1;1;25;0;1;0;0;honda;0;0;1;1;0;0;0
3899518;losangeles;0;0;1;0;0;RT91;WILMINGTONAV;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;20:45:00;13/01/2010;1;1;25;0;1;0;0;honda;0;0;1;1;0;0;0
3899518;losangeles;0;0;1;0;0;RT91;WILMINGTONAV;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;20:45:00;13/01/2010;2;1;45;0;1;1;0;toyota;0;0;1;1;0;0;0
3899518;losangeles;0;0;1;0;0;RT91;WILMINGTONAV;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;20:45:00;13/01/2010;2;1;45;0;1;1;0;toyota;0;0;1;1;0;0;0
3899518;losangeles;0;0;1;0;0;RT91;WILMINGTONAV;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;20:45:00;13/01/2010;2;1;45;0;1;1;0;toyota;0;0;1;1;0;0;0
3918943;losangeles;0;0;0;0;1;WESTERNAV;CENTURYBL;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;17:45:00;02/12/2009;1;1;55;;;0;;ford;0;0;0;1;0;1;0
3918943;losangeles;0;0;0;0;1;WESTERNAV;CENTURYBL;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;17:45:00;02/12/2009;2;1;25;;1;1;;nissan;0;0;0;1;0;1;0
3981302;losangeles;0;1;0;0;0;RT5;DOWNEYRD;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;7:35:00;06/10/2009;1;1;42;1;1;1;0;chevrolet;0;0;1;1;0;0;0
3981302;losangeles;0;1;0;0;0;RT5;DOWNEYRD;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;7:35:00;06/10/2009;1;1;42;1;1;1;0;chevrolet;0;0;1;1;0;0;0
3981302;losangeles;0;1;0;0;0;RT5;DOWNEYRD;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7:35:00;06/10/2009;2;1;36;0;1;1;0;isuzu;0;0;0;1;0;0;0
3981302;losangeles;0;1;0;0;0;RT5;DOWNEYRD;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7:35:00;06/10/2009;2;1;36;0;1;1;0;isuzu;0;0;0;1;0;0;0
3981318;butte;1;0;0;0;0;CONCOWRD;HOFFMANRD;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;5;14:50:00;15/09/2009;1;1;26;0;1;1;0;honda;1;0;0;1;0;5;0
3981318;butte;1;0;0;0;0;CONCOWRD;HOFFMANRD;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;5;14:50:00;15/09/2009;1;1;26;0;1;1;0;honda;1;0;0;1;0;5;0
3981318;butte;1;0;0;0;0;CONCOWRD;HOFFMANRD;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;5;14:50:00;15/09/2009;1;1;26;0;1;1;0;honda;1;0;0;1;0;5;0
3981318;butte;1;0;0;0;0;CONCOWRD;HOFFMANRD;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5;14:50:00;15/09/2009;1;1;26;0;1;1;0;honda;1;0;0;1;0;5;0
3981318;butte;1;0;0;0;0;CONCOWRD;HOFFMANRD;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;5;14:50:00;15/09/2009;1;1;26;0;1;1;0;honda;1;0;0;1;0;5;0
3981318;butte;1;0;0;0;0;CONCOWRD;HOFFMANRD;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5;14:50:00;15/09/2009;2;0;54;0;1;1;0;bluebird;1;0;0;1;0;5;0
3981318;butte;1;0;0;0;0;CONCOWRD;HOFFMANRD;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5;14:50:00;15/09/2009;2;0;54;0;1;1;0;bluebird;1;0;0;1;0;5;0
3981318;butte;1;0;0;0;0;CONCOWRD;HOFFMANRD;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;5;14:50:00;15/09/2009;2;0;54;0;1;1;0;bluebird;1;0;0;1;0;5;0
3981318;butte;1;0;0;0;0;CONCOWRD;HOFFMANRD;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;5;14:50:00;15/09/2009;2;0;54;0;1;1;0;bluebird;1;0;0;1;0;5;0
3981318;butte;1;0;0;0;0;CONCOWRD;HOFFMANRD;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5;14:50:00;15/09/2009;2;0;54;0;1;1;0;bluebird;1;0;0;1;0;5;0
3981348;orange;0;0;0;0;1;CALLEDESHECHA;AVENIDAESTACION;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;18:30:00;10/09/2009;1;1;18;1;1;1;0;ford;1;0;0;1;0;0;0
3981348;orange;0;0;0;0;1;CALLEDESHECHA;AVENIDAESTACION;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;18:30:00;10/09/2009;1;1;18;1;1;1;0;ford;1;0;0;1;0;0;0
3981348;orange;0;0;0;0;1;CALLEDESHECHA;AVENIDAESTACION;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;18:30:00;10/09/2009;2;0;58;0;1;1;0;ford;1;0;0;1;0;0;0
3981348;orange;0;0;0;0;1;CALLEDESHECHA;AVENIDAESTACION;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;18:30:00;10/09/2009;2;0;58;0;1;1;0;ford;1;0;0;1;0;0;0
3982882;sanfrancisco;0;1;0;0;0;RT280;GENEVAAV;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;4;19:18:00;04/12/2009;1;1;36;0;1;1;0;toyota;1;0;0;1;0;4;0
3982882;sanfrancisco;0;1;0;0;0;RT280;GENEVAAV;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;4;19:18:00;04/12/2009;1;1;36;0;1;1;0;toyota;1;0;0;1;0;4;0
